Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon_Discount,DP_ID,CName,gender,Age,City,State,created_date,PName,Category,Brand,Price,Revenue,Discount_Amount,Final_Revenue,Month,Day,Age_Group
OR_31003482,CS_11003171,PD_21006550,2024-08-03,20:42:21,10,15,DV_61000208,Siddharth Ramachandran,Female,21,Jodhpur,Rajasthan,2023-04-22,Eius Shampoo,Groceries,Britannia,682.75,6827.5,1024.125,5803.375,August,Saturday,Young
OR_31003483,CS_11009341,PD_21006995,2024-09-18,09:19:30,6,20,DV_61000261,Vansha Venkatesh,Male,28,Nashik,Maharashtra,2024-08-04,Mollitia Biscuits,Beverages,Parle,502.33,3013.98,602.7959999999999,2411.184,September,Wednesday,Adult
OR_31003484,CS_11006656,PD_21005661,2024-07-30,23:40:38,9,10,DV_61000057,Ekavir Bhat,Male,18,Dhanbad,Jharkhand,2024-02-02,Temporibus Soap,Snacks,Parle,147.94,1331.46,133.146,1198.314,July,Tuesday,Teen
OR_31003485,CS_11005887,PD_21000600,2024-10-23,10:21:05,1,0,DV_61000079,Sai Munshi,Male,49,Dibrugarh,Assam,2024-01-30,Quibusdam Shampoo,Groceries,Nestle,188.72,188.72,0.0,188.72,October,Wednesday,Middle
OR_31003486,CS_11003531,PD_21009740,2024-06-27,07:54:45,5,0,DV_61000128,Bishakha Kalita,Male,67,Aurangabad,Maharashtra,2023-04-27,Nemo Soap,Dairy,Haldirams,129.88,649.4,0.0,649.4,June,Thursday,Senior
OR_31003487,CS_11000555,PD_21002112,2024-11-23,05:19:30,10,20,DV_61000047,Eshana Tak,Female,58,Karimnagar,Telangana,2023-05-20,Ea Biscuits,Snacks,Amul,394.77,3947.7,789.54,3158.16,November,Saturday,Senior
OR_31003488,CS_11006006,PD_21005186,2024-07-27,22:28:50,1,0,DV_61000202,Pranit Bala,Male,44,Jorhat,Assam,2023-09-25,Eum Milk,Beverages,Haldirams,693.9,693.9,0.0,693.9,July,Saturday,Middle
OR_31003489,CS_11003223,PD_21002118,2024-10-04,22:04:19,5,15,DV_61000233,Bina Iyer,Male,54,Nagpur,Maharashtra,2024-10-26,Sit Juice,Groceries,Haldirams,512.46,2562.3,384.345,2177.955,October,Friday,Senior
OR_31003490,CS_11006974,PD_21007773,2024-11-05,17:59:34,6,0,DV_61000268,Zaid Iyengar,Female,67,Aurangabad,Maharashtra,2024-08-24,Impedit Milk,Personal Care,Nestle,422.89,2537.34,0.0,2537.34,November,Tuesday,Senior
OR_31003491,CS_11009336,PD_21004221,2024-10-27,17:06:46,1,0,DV_61000070,Yamini Chad,Female,37,Kollam,Kerala,2023-09-09,Ipsam Soap,Dairy,Amul,630.46,630.46,0.0,630.46,October,Sunday,Middle
OR_31003492,CS_11004524,PD_21005890,2024-05-10,04:13:42,6,10,DV_61000225,Bishakha Dada,Male,20,Udaipur,Rajasthan,2023-12-27,Qui Biscuits,Groceries,Amul,622.18,3733.08,373.308,3359.772,May,Friday,Young
OR_31003493,CS_11009010,PD_21009313,2024-11-17,23:41:29,4,15,DV_61000056,Rishi Bose,Male,44,Bathinda,Punjab,2023-11-24,Esse Soap,Home Care,Britannia,65.54,262.16,39.32400000000001,222.836,November,Sunday,Middle
OR_31003494,CS_11006210,PD_21001177,2024-11-24,14:04:24,5,15,DV_61000175,Onkar Bhattacharyya,Female,65,Tirupati,Andhra Pradesh,2023-10-23,Suscipit Soap,Snacks,Nestle,71.57,357.85,53.67749999999999,304.1725,November,Sunday,Senior
OR_31003495,CS_11008762,PD_21005328,2024-07-06,16:47:44,2,15,DV_61000083,Agastya Sridhar,Male,51,Mysore,Karnataka,2024-11-22,Accusamus Biscuits,Personal Care,Nestle,219.53,439.06,65.859,373.201,July,Saturday,Senior
OR_31003496,CS_11002158,PD_21006835,2024-12-23,16:06:35,4,20,DV_61000017,Samuel Dugar,Male,52,Guwahati,Assam,2023-06-28,Cumque Milk,Beverages,Britannia,992.44,3969.76,793.9520000000001,3175.808,December,Monday,Senior
OR_31003497,CS_11003071,PD_21008075,2024-03-18,14:34:37,7,10,DV_61000073,Damyanti Srinivasan,Female,46,Durgapur,West Bengal,2023-06-04,Suscipit Biscuits,Beverages,Amul,808.91,5662.37,566.237,5096.133,March,Monday,Middle
OR_31003498,CS_11004108,PD_21002708,2024-09-27,11:52:47,6,20,DV_61000224,Bishakha Upadhyay,Male,49,Amritsar,Punjab,2025-01-10,Fuga Shampoo,Snacks,Dabur,672.81,4036.86,807.372,3229.488,September,Friday,Middle
OR_31003499,CS_11008617,PD_21004513,2025-01-04,12:51:48,10,0,DV_61000099,Krisha Seth,Male,45,Hazaribagh,Jharkhand,2024-12-17,Officiis Biscuits,Home Care,Dabur,399.91,3999.1,0.0,3999.1,January,Saturday,Middle
OR_31003500,CS_11009230,PD_21005010,2024-05-12,18:29:04,8,0,DV_61000285,Jairaj Parikh,Female,48,Hazaribagh,Jharkhand,2023-10-27,Officia Juice,Beverages,Amul,791.22,6329.76,0.0,6329.76,May,Sunday,Middle
OR_31003501,CS_11000436,PD_21009411,2024-11-20,03:17:27,9,0,DV_61000131,Aadi Panchal,Female,47,Ahmedabad,Gujarat,2023-03-15,Consectetur Juice,Groceries,Parle,62.28,560.52,0.0,560.52,November,Wednesday,Middle
OR_31003502,CS_11000535,PD_21001884,2024-08-13,18:57:45,10,15,DV_61000273,Urmi Pall,Male,63,Dhanbad,Jharkhand,2024-07-23,Maiores Biscuits,Personal Care,Nestle,76.97,769.7,115.455,654.245,August,Tuesday,Senior
OR_31003503,CS_11005609,PD_21001021,2024-12-30,12:46:10,2,10,DV_61000026,Vamakshi Sathe,Male,66,Hyderabad,Telangana,2024-04-02,Saepe Soap,Groceries,Dabur,846.6,1693.2,169.32,1523.88,December,Monday,Senior
OR_31003504,CS_11005595,PD_21007703,2024-07-20,04:38:25,9,0,DV_61000095,Chandani Sethi,Female,70,Bilaspur,Chhattisgarh,2024-12-30,Odio Shampoo,Dairy,Haldirams,34.61,311.49,0.0,311.49,July,Saturday,Senior
OR_31003505,CS_11001495,PD_21004868,2024-06-11,06:39:51,10,0,DV_61000183,Andrew Padmanabhan,Male,42,Tirupati,Andhra Pradesh,2023-05-27,Id Juice,Home Care,Parle,897.37,8973.7,0.0,8973.7,June,Tuesday,Middle
OR_31003506,CS_11006718,PD_21002358,2024-12-13,11:03:22,4,0,DV_61000247,Kamala Narayan,Female,39,Amritsar,Punjab,2023-09-29,Ab Juice,Groceries,Haldirams,26.06,104.24,0.0,104.24,December,Friday,Middle
OR_31003507,CS_11002237,PD_21004032,2024-09-15,16:02:05,6,10,DV_61000128,Idika Bakshi,Female,39,Bhavnagar,Gujarat,2024-02-22,Iusto Soap,Groceries,Britannia,776.18,4657.08,465.708,4191.372,September,Sunday,Middle
OR_31003508,CS_11001266,PD_21007607,2024-08-16,18:18:19,3,10,DV_61000150,Orinder Wagle,Male,20,Rourkela,Odisha,2023-12-10,Possimus Soap,Snacks,Britannia,318.02,954.06,95.40599999999999,858.654,August,Friday,Young
OR_31003509,CS_11002059,PD_21003015,2024-09-08,11:10:28,8,15,DV_61000073,Zaid Sarraf,Male,57,Kochi,Kerala,2024-12-08,Ad Juice,Personal Care,Amul,994.46,7955.68,1193.352,6762.328,September,Sunday,Senior
OR_31003510,CS_11009058,PD_21003237,2024-09-30,13:46:25,8,20,DV_61000226,Hritik Reddy,Female,23,Aurangabad,Maharashtra,2023-08-13,Sapiente Soap,Beverages,Dabur,125.1,1000.8,200.16,800.64,September,Monday,Young
OR_31003511,CS_11008089,PD_21000580,2025-01-15,21:32:25,10,10,DV_61000147,Laksh Sarraf,Male,31,Kozhikode,Kerala,2025-01-16,Officiis Soap,Home Care,Britannia,45.45,454.5,45.45,409.05,January,Wednesday,Adult
OR_31003512,CS_11005190,PD_21004711,2024-05-09,08:05:27,2,15,DV_61000245,Nitara Pai,Male,26,Kanpur,Uttar Pradesh,2023-03-25,Incidunt Soap,Home Care,Parle,38.32,76.64,11.496,65.144,May,Thursday,Adult
OR_31003513,CS_11003726,PD_21001413,2024-10-19,01:37:13,3,0,DV_61000243,Harish Iyer,Male,43,Salem,Tamil Nadu,2023-10-14,Provident Soap,Groceries,Nestle,74.11,222.33,0.0,222.33,October,Saturday,Middle
OR_31003514,CS_11009798,PD_21002151,2024-11-04,04:10:06,8,10,DV_61000004,Ria Prakash,Male,58,Hubli,Karnataka,2024-05-27,Suscipit Shampoo,Beverages,Britannia,825.14,6601.12,660.112,5941.008,November,Monday,Senior
OR_31003515,CS_11000851,PD_21005758,2024-07-02,23:11:38,6,20,DV_61000131,Ayaan Sachdeva,Male,21,Darbhanga,Bihar,2023-05-07,Eos Milk,Snacks,Nestle,561.45,3368.7,673.74,2694.96,July,Tuesday,Young
OR_31003516,CS_11000896,PD_21007549,2024-06-09,05:27:05,5,10,DV_61000299,Dipta Prakash,Female,60,Mysore,Karnataka,2024-08-25,Totam Juice,Beverages,Britannia,395.95,1979.75,197.975,1781.775,June,Sunday,Senior
OR_31003517,CS_11004855,PD_21008380,2024-04-03,13:08:21,9,0,DV_61000064,Ekantika Choudhary,Female,45,Nizamabad,Telangana,2024-11-14,Ut Shampoo,Snacks,Britannia,639.23,5753.07,0.0,5753.07,April,Wednesday,Middle
OR_31003518,CS_11006769,PD_21003572,2025-03-02,05:19:55,2,15,DV_61000044,Zansi Deshmukh,Male,70,Mangalore,Karnataka,2024-09-05,Neque Shampoo,Groceries,Parle,210.92,421.84,63.276,358.564,March,Sunday,Senior
OR_31003519,CS_11008270,PD_21004210,2024-08-19,02:47:52,6,20,DV_61000034,Radhika Pant,Male,67,Amritsar,Punjab,2023-12-05,Architecto Biscuits,Home Care,Parle,746.85,4481.1,896.22,3584.88,August,Monday,Senior
OR_31003520,CS_11000037,PD_21000839,2024-05-31,13:39:54,7,0,DV_61000101,Pallavi Chaudhary,Female,18,Chennai,Tamil Nadu,2025-01-17,Occaecati Biscuits,Home Care,Haldirams,595.25,4166.75,0.0,4166.75,May,Friday,Teen
OR_31003521,CS_11004700,PD_21004903,2024-05-15,15:27:10,2,10,DV_61000213,Xavier Nazareth,Male,70,Faridabad,Haryana,2024-07-20,Vitae Soap,Beverages,Britannia,868.92,1737.84,173.784,1564.056,May,Wednesday,Senior
OR_31003522,CS_11005005,PD_21002436,2024-03-11,17:07:32,10,10,DV_61000262,Aahana Sathe,Female,34,Kochi,Kerala,2024-05-17,Deleniti Soap,Home Care,Britannia,38.25,382.5,38.25,344.25,March,Monday,Adult
OR_31003523,CS_11004780,PD_21008554,2024-04-09,23:33:49,1,10,DV_61000194,Sudiksha Barad,Male,56,Warangal,Telangana,2024-11-02,Iste Juice,Dairy,Haldirams,141.76,141.76,14.176,127.584,April,Tuesday,Senior
OR_31003524,CS_11006555,PD_21006123,2024-08-16,10:16:00,6,20,DV_61000031,Rajata Nagarajan,Female,38,Darbhanga,Bihar,2024-10-10,Harum Juice,Beverages,Dabur,481.29,2887.74,577.548,2310.192,August,Friday,Middle
OR_31003525,CS_11008288,PD_21009836,2024-05-27,03:19:30,4,0,DV_61000246,Inaya Sarin,Female,46,Bhubaneswar,Odisha,2023-09-08,Repellat Soap,Snacks,Nestle,123.26,493.04,0.0,493.04,May,Monday,Middle
OR_31003526,CS_11003089,PD_21009261,2024-03-20,04:40:14,2,15,DV_61000243,Ishani Sachdeva,Female,33,Lucknow,Uttar Pradesh,2023-05-20,Ducimus Soap,Home Care,Parle,510.61,1021.22,153.183,868.037,March,Wednesday,Adult
OR_31003527,CS_11004572,PD_21007229,2024-12-15,15:29:18,5,20,DV_61000048,Indira Bath,Male,30,Guntur,Andhra Pradesh,2024-01-13,Maiores Juice,Snacks,Parle,865.92,4329.599999999999,865.9199999999998,3463.679999999999,December,Sunday,Adult
OR_31003528,CS_11002362,PD_21009109,2024-03-30,02:12:53,7,0,DV_61000175,Darika De,Female,23,Pune,Maharashtra,2024-04-18,Voluptatem Juice,Groceries,Nestle,51.86,363.02,0.0,363.02,March,Saturday,Young
OR_31003529,CS_11001746,PD_21000336,2024-12-12,21:39:59,3,0,DV_61000226,Mitesh Kale,Male,30,Ujjain,Madhya Pradesh,2023-07-02,Quod Milk,Beverages,Nestle,111.29,333.87,0.0,333.87,December,Thursday,Adult
OR_31003530,CS_11008964,PD_21005759,2024-10-27,15:28:13,7,10,DV_61000075,Ojas Lata,Male,35,Muzaffarpur,Bihar,2024-10-13,Velit Shampoo,Home Care,Haldirams,528.04,3696.28,369.6279999999999,3326.652,October,Sunday,Adult
OR_31003531,CS_11003735,PD_21008872,2025-01-15,14:15:41,1,10,DV_61000182,Bahadurjit Sehgal,Male,58,Coimbatore,Tamil Nadu,2024-04-05,Eius Biscuits,Home Care,Dabur,332.79,332.79,33.279,299.511,January,Wednesday,Senior
OR_31003532,CS_11008163,PD_21006328,2025-01-04,18:26:30,7,0,DV_61000117,Wahab Oak,Male,40,Tezpur,Assam,2024-05-30,Reprehenderit Biscuits,Home Care,Parle,197.55,1382.85,0.0,1382.85,January,Saturday,Middle
OR_31003533,CS_11004345,PD_21001202,2024-03-16,23:48:28,6,10,DV_61000065,Ekta Hora,Female,69,Jabalpur,Madhya Pradesh,2023-05-25,Numquam Milk,Home Care,Nestle,226.5,1359.0,135.9,1223.1,March,Saturday,Senior
OR_31003534,CS_11006717,PD_21008333,2024-05-11,23:16:23,1,15,DV_61000155,Eiravati Lanka,Female,29,Hyderabad,Telangana,2024-04-14,Sint Juice,Groceries,Britannia,114.95,114.95,17.2425,97.70750000000001,May,Saturday,Adult
OR_31003535,CS_11005104,PD_21006088,2024-03-27,20:56:17,4,10,DV_61000237,Charita Kumer,Male,18,Visakhapatnam,Andhra Pradesh,2024-03-14,Labore Milk,Beverages,Nestle,407.91,1631.64,163.164,1468.476,March,Wednesday,Teen
OR_31003536,CS_11001882,PD_21005707,2024-10-02,17:16:09,1,0,DV_61000283,Mitesh Brar,Male,34,Bilaspur,Chhattisgarh,2024-04-05,Nesciunt Juice,Dairy,Dabur,236.63,236.63,0.0,236.63,October,Wednesday,Adult
OR_31003537,CS_11009529,PD_21008184,2025-03-03,21:32:47,8,10,DV_61000085,Lakshmi Cheema,Male,63,Karnal,Haryana,2023-12-07,Ex Shampoo,Snacks,Parle,211.23,1689.84,168.984,1520.856,March,Monday,Senior
OR_31003538,CS_11003150,PD_21003053,2024-09-26,03:54:54,7,15,DV_61000297,Aachal Din,Female,59,Thiruvananthapuram,Kerala,2024-12-23,Odio Biscuits,Personal Care,Dabur,883.11,6181.77,927.2655,5254.504500000001,September,Thursday,Senior
OR_31003539,CS_11002694,PD_21003092,2024-06-01,10:46:52,8,15,DV_61000285,Chaaya Venkataraman,Male,61,Ambala,Haryana,2024-05-21,Blanditiis Shampoo,Personal Care,Nestle,494.25,3954.0,593.1,3360.9,June,Saturday,Senior
OR_31003540,CS_11009776,PD_21004983,2025-02-14,20:57:58,7,0,DV_61000089,Jagrati Chaudhuri,Female,59,Gaya,Bihar,2024-02-13,Inventore Soap,Dairy,Nestle,214.35,1500.45,0.0,1500.45,February,Friday,Senior
OR_31003541,CS_11002389,PD_21005479,2024-08-01,23:47:42,1,0,DV_61000051,Ryan Sule,Female,47,Jodhpur,Rajasthan,2024-11-09,Nulla Milk,Home Care,Dabur,522.9,522.9,0.0,522.9,August,Thursday,Middle
OR_31003542,CS_11006253,PD_21003825,2024-12-26,16:25:21,9,15,DV_61000023,Varsha Kapoor,Male,60,Bhagalpur,Bihar,2023-03-07,Aperiam Juice,Snacks,Dabur,155.48,1399.32,209.898,1189.422,December,Thursday,Senior
OR_31003543,CS_11001201,PD_21003643,2024-07-28,21:07:28,8,20,DV_61000073,Chandresh Agarwal,Male,45,Gurgaon,Haryana,2023-04-20,Iure Juice,Snacks,Haldirams,672.69,5381.52,1076.304,4305.216,July,Sunday,Middle
OR_31003544,CS_11005319,PD_21008533,2025-03-06,13:09:10,5,20,DV_61000265,Ekavir Bhatti,Female,39,Kolkata,West Bengal,2023-11-24,Maxime Shampoo,Groceries,Amul,147.81,739.05,147.81,591.24,March,Thursday,Middle
OR_31003545,CS_11006965,PD_21000190,2024-07-23,22:22:40,4,20,DV_61000063,Jack Madan,Female,36,Panipat,Haryana,2024-12-31,Fuga Milk,Home Care,Dabur,820.97,3283.88,656.7760000000001,2627.104,July,Tuesday,Middle
OR_31003546,CS_11008982,PD_21008032,2024-09-18,16:48:07,3,0,DV_61000036,David Raju,Female,44,Bangalore,Karnataka,2024-07-03,Sequi Biscuits,Dairy,Amul,646.65,1939.95,0.0,1939.95,September,Wednesday,Middle
OR_31003547,CS_11007154,PD_21004702,2024-06-04,12:12:32,7,15,DV_61000221,Rohan Kapur,Female,65,Rajkot,Gujarat,2024-03-10,Ipsam Shampoo,Home Care,Parle,213.31,1493.17,223.9755,1269.1945,June,Tuesday,Senior
OR_31003548,CS_11002483,PD_21000417,2024-06-25,21:47:30,10,0,DV_61000229,Amaira Batta,Female,26,Bathinda,Punjab,2024-04-16,Labore Shampoo,Snacks,Britannia,652.86,6528.6,0.0,6528.6,June,Tuesday,Adult
OR_31003549,CS_11002606,PD_21002391,2024-04-05,01:23:55,1,20,DV_61000092,Unnati Kade,Male,53,Kota,Rajasthan,2024-04-30,Dignissimos Soap,Home Care,Parle,435.06,435.06,87.012,348.048,April,Friday,Senior
OR_31003550,CS_11009158,PD_21003149,2024-06-02,23:19:41,3,0,DV_61000042,Viraj Pai,Female,56,Surat,Gujarat,2024-10-31,Voluptatem Biscuits,Beverages,Amul,324.55,973.6500000000001,0.0,973.6500000000001,June,Sunday,Senior
OR_31003551,CS_11001558,PD_21005009,2024-08-08,05:37:01,10,15,DV_61000086,Guneet Sami,Male,38,Ujjain,Madhya Pradesh,2024-01-11,Iste Soap,Dairy,Nestle,95.32,953.1999999999999,142.98,810.2199999999999,August,Thursday,Middle
OR_31003552,CS_11008928,PD_21005404,2025-01-23,00:42:56,10,10,DV_61000128,Lekha Srivastava,Female,25,Jalandhar,Punjab,2024-07-07,Nisi Milk,Dairy,Haldirams,483.29,4832.900000000001,483.2900000000001,4349.610000000001,January,Thursday,Young
OR_31003553,CS_11009733,PD_21003942,2024-12-02,02:50:16,10,10,DV_61000084,Bhavika Yadav,Male,35,Korba,Chhattisgarh,2024-10-06,Ipsa Biscuits,Snacks,Nestle,942.14,9421.4,942.14,8479.26,December,Monday,Adult
OR_31003554,CS_11009721,PD_21005366,2024-11-08,14:03:01,1,15,DV_61000022,Harshil Atwal,Female,57,Jamshedpur,Jharkhand,2023-12-22,Facere Biscuits,Personal Care,Amul,610.44,610.44,91.566,518.874,November,Friday,Senior
OR_31003555,CS_11005192,PD_21004714,2024-12-11,19:43:04,3,15,DV_61000008,Bhavika Sachar,Male,31,Muzaffarpur,Bihar,2024-09-10,Nobis Soap,Dairy,Britannia,778.26,2334.78,350.217,1984.563,December,Wednesday,Adult
OR_31003556,CS_11002444,PD_21002260,2024-05-01,10:39:53,1,0,DV_61000143,Idika Pillai,Female,60,Udaipur,Rajasthan,2025-01-27,Et Soap,Home Care,Parle,619.39,619.39,0.0,619.39,May,Wednesday,Senior
OR_31003557,CS_11009176,PD_21004816,2024-06-04,22:10:44,3,10,DV_61000185,Rushil Nazareth,Female,18,Belgaum,Karnataka,2024-02-23,Eos Soap,Personal Care,Nestle,743.42,2230.26,223.026,2007.234,June,Tuesday,Teen
OR_31003558,CS_11008978,PD_21008351,2024-12-26,19:02:49,10,15,DV_61000160,Bhavani Sarraf,Female,59,Asansol,West Bengal,2023-04-28,Accusamus Shampoo,Personal Care,Dabur,905.47,9054.7,1358.205,7696.495000000001,December,Thursday,Senior
OR_31003559,CS_11001278,PD_21006157,2024-04-29,14:46:06,9,20,DV_61000115,Vansha Munshi,Male,58,Jaipur,Rajasthan,2023-11-01,Officiis Soap,Home Care,Amul,525.76,4731.84,946.368,3785.472,April,Monday,Senior
OR_31003560,CS_11008409,PD_21006816,2024-12-03,19:56:17,10,0,DV_61000073,Odika Shetty,Male,52,Ranchi,Jharkhand,2024-11-19,Vitae Soap,Snacks,Parle,408.34,4083.4,0.0,4083.4,December,Tuesday,Senior
OR_31003561,CS_11009809,PD_21001575,2024-10-31,09:18:59,4,15,DV_61000046,Daniel Majumdar,Male,39,Ludhiana,Punjab,2024-09-26,Consequatur Biscuits,Groceries,Haldirams,77.98,311.92,46.788,265.132,October,Thursday,Middle
OR_31003562,CS_11000920,PD_21004084,2024-05-06,11:00:58,10,15,DV_61000080,Matthew Bath,Female,53,Korba,Chhattisgarh,2025-01-29,Repellat Milk,Groceries,Parle,823.8,8238.0,1235.7,7002.3,May,Monday,Senior
OR_31003563,CS_11004393,PD_21000253,2024-11-25,15:24:07,2,20,DV_61000066,Reva Sengupta,Male,58,Vijayawada,Andhra Pradesh,2024-12-12,Quidem Milk,Beverages,Parle,618.74,1237.48,247.496,989.984,November,Monday,Senior
OR_31003564,CS_11003701,PD_21007697,2024-08-20,13:08:10,3,10,DV_61000291,Upma Sura,Male,55,Bhilai,Chhattisgarh,2023-06-23,Eum Biscuits,Beverages,Dabur,638.84,1916.52,191.652,1724.868,August,Tuesday,Senior
OR_31003565,CS_11006586,PD_21007057,2025-02-19,08:32:51,7,0,DV_61000157,Finn Chauhan,Male,55,Salem,Tamil Nadu,2024-04-05,Aspernatur Soap,Beverages,Amul,313.45,2194.15,0.0,2194.15,February,Wednesday,Senior
OR_31003566,CS_11004587,PD_21007071,2024-08-08,23:44:29,6,20,DV_61000150,Ekiya Savant,Female,40,Durg,Chhattisgarh,2023-04-01,Fuga Milk,Snacks,Britannia,41.59,249.54,49.908,199.632,August,Thursday,Middle
OR_31003567,CS_11005681,PD_21005515,2024-03-17,04:02:43,5,10,DV_61000241,Nitesh Upadhyay,Female,31,Ujjain,Madhya Pradesh,2024-05-19,Similique Shampoo,Home Care,Britannia,318.45,1592.25,159.225,1433.025,March,Sunday,Adult
OR_31003568,CS_11007762,PD_21001076,2025-01-12,07:50:11,6,20,DV_61000106,Widisha Kota,Male,52,Patna,Bihar,2024-09-11,Cum Juice,Home Care,Haldirams,574.3,3445.8,689.16,2756.64,January,Sunday,Senior
OR_31003569,CS_11004338,PD_21008839,2024-09-26,02:51:36,3,0,DV_61000011,Gopal Anne,Female,20,Bilaspur,Chhattisgarh,2023-10-31,Occaecati Shampoo,Home Care,Dabur,991.84,2975.52,0.0,2975.52,September,Thursday,Young
OR_31003570,CS_11001713,PD_21001819,2024-08-12,04:43:18,3,0,DV_61000089,Vidhi Aurora,Female,30,Durgapur,West Bengal,2024-03-16,In Juice,Home Care,Dabur,907.79,2723.37,0.0,2723.37,August,Monday,Adult
OR_31003571,CS_11001956,PD_21004299,2024-12-24,17:53:07,10,20,DV_61000008,Anika Sachdev,Female,47,Darbhanga,Bihar,2024-09-26,Adipisci Juice,Groceries,Dabur,928.75,9287.5,1857.5,7430.0,December,Tuesday,Middle
OR_31003572,CS_11007536,PD_21008317,2024-08-13,15:40:52,3,10,DV_61000234,Tanvi Handa,Female,18,Balasore,Odisha,2023-10-01,Rem Milk,Home Care,Nestle,22.23,66.69,6.669,60.021,August,Tuesday,Teen
OR_31003573,CS_11003680,PD_21002876,2024-08-27,05:28:49,10,10,DV_61000149,Christopher Bali,Female,51,Tezpur,Assam,2023-12-08,Voluptatem Juice,Home Care,Dabur,323.6,3236.0,323.6,2912.4,August,Tuesday,Senior
OR_31003574,CS_11007912,PD_21000482,2024-07-27,12:00:24,9,15,DV_61000098,Simon Apte,Female,67,Jamshedpur,Jharkhand,2024-04-17,Nihil Juice,Personal Care,Amul,454.78,4093.02,613.953,3479.067,July,Saturday,Senior
OR_31003575,CS_11005806,PD_21000158,2024-04-03,17:48:34,5,20,DV_61000117,Dayita Srinivas,Female,66,Gaya,Bihar,2023-12-21,Earum Biscuits,Home Care,Amul,170.78,853.9,170.78,683.12,April,Wednesday,Senior
OR_31003576,CS_11001827,PD_21003212,2025-01-13,01:51:30,1,0,DV_61000090,Oscar Keer,Male,39,Coimbatore,Tamil Nadu,2024-04-03,Id Shampoo,Home Care,Haldirams,572.07,572.07,0.0,572.07,January,Monday,Middle
OR_31003577,CS_11006557,PD_21003004,2024-09-20,03:47:48,9,20,DV_61000283,Aashi Garg,Male,70,Pune,Maharashtra,2024-12-22,Laborum Biscuits,Home Care,Amul,503.31,4529.79,905.9580000000001,3623.832,September,Friday,Senior
OR_31003578,CS_11004953,PD_21009464,2025-01-16,06:44:32,4,0,DV_61000259,Sai Dora,Female,64,Gwalior,Madhya Pradesh,2023-12-02,Et Juice,Personal Care,Britannia,113.58,454.32,0.0,454.32,January,Thursday,Senior
OR_31003579,CS_11004975,PD_21007427,2024-04-25,13:30:39,6,15,DV_61000185,Sai Sarkar,Male,40,Hyderabad,Telangana,2024-08-28,Vitae Juice,Snacks,Nestle,739.53,4437.18,665.5770000000001,3771.603,April,Thursday,Middle
OR_31003580,CS_11001088,PD_21006002,2024-05-22,23:07:15,4,10,DV_61000027,Kalpit Ramanathan,Male,43,Mangalore,Karnataka,2023-07-21,Doloremque Shampoo,Beverages,Parle,456.64,1826.56,182.656,1643.904,May,Wednesday,Middle
OR_31003581,CS_11006727,PD_21006258,2024-06-03,14:34:28,6,15,DV_61000108,Waida Korpal,Male,54,Bangalore,Karnataka,2023-09-16,Quasi Juice,Dairy,Amul,822.78,4936.68,740.5020000000001,4196.178,June,Monday,Senior
OR_31003582,CS_11009585,PD_21006862,2024-08-20,18:54:46,7,0,DV_61000157,Waida Sem,Male,22,Salem,Tamil Nadu,2024-06-15,Illum Soap,Home Care,Dabur,212.33,1486.31,0.0,1486.31,August,Tuesday,Young
OR_31003583,CS_11005892,PD_21001916,2024-07-25,10:42:11,4,0,DV_61000044,Widisha Nadkarni,Female,66,Mangalore,Karnataka,2025-02-02,Odio Juice,Home Care,Nestle,178.63,714.52,0.0,714.52,July,Thursday,Senior
OR_31003584,CS_11009222,PD_21004504,2024-12-15,11:53:16,5,10,DV_61000010,Barkha Pant,Female,70,Asansol,West Bengal,2024-07-06,Expedita Milk,Snacks,Haldirams,639.7,3198.5,319.85,2878.65,December,Sunday,Senior
OR_31003585,CS_11005650,PD_21008076,2024-04-06,20:47:01,3,20,DV_61000251,Saanvi Puri,Female,65,Hyderabad,Telangana,2023-06-05,Ipsa Biscuits,Personal Care,Amul,412.56,1237.68,247.536,990.144,April,Saturday,Senior
OR_31003586,CS_11002303,PD_21007266,2025-02-02,07:49:08,5,20,DV_61000077,Shravya Bobal,Male,58,Bathinda,Punjab,2023-05-03,Consequuntur Soap,Snacks,Haldirams,204.82,1024.1,204.82,819.28,February,Sunday,Senior
OR_31003587,CS_11003013,PD_21009538,2024-11-26,21:49:54,5,15,DV_61000035,Pranav Patla,Female,44,Kollam,Kerala,2024-12-25,Deserunt Biscuits,Snacks,Dabur,869.21,4346.05,651.9075,3694.1425,November,Tuesday,Middle
OR_31003588,CS_11005739,PD_21003765,2024-07-28,05:24:12,5,15,DV_61000126,Ekbal Bobal,Female,36,Kochi,Kerala,2023-04-21,Molestiae Biscuits,Dairy,Haldirams,107.0,535.0,80.25,454.75,July,Sunday,Middle
